-3.270305821486838016e-01,-5.999999999999999778e-01,1.177142133848300826e-01
-2.543571194489763210e-01,-5.999999999999999778e-01,9.999999999999997780e-02
-1.816836567492687848e-01,-5.999999999999999778e-01,9.999999999999997780e-02
-1.090101940495612765e-01,-5.999999999999999778e-01,9.999999999999997780e-02
-3.633673134985376807e-02,-5.999999999999999778e-01,9.999999999999997780e-02
3.633673134985376807e-02,-5.999999999999999778e-01,9.999999999999997780e-02
1.090101940495612487e-01,-5.999999999999999778e-01,9.999999999999997780e-02
1.816836567492687293e-01,-5.999999999999999778e-01,9.999999999999997780e-02
2.543571194489762655e-01,-5.999999999999999778e-01,9.999999999999997780e-02
3.270305821486838016e-01,-5.999999999999999778e-01,1.194536655132032166e-01
-3.270305821486838016e-01,-4.666666666666666741e-01,5.561590614944311728e-02
-2.543571194489763210e-01,-4.666666666666666741e-01,-1.705671246595602195e-02
-1.816836567492687848e-01,-4.666666666666666741e-01,-3.333333333333332593e-02
-1.090101940495612765e-01,-4.666666666666666741e-01,-3.333333333333332593e-02
-3.633673134985376807e-02,-4.666666666666666741e-01,-3.333333333333332593e-02
3.633673134985376807e-02,-4.666666666666666741e-01,-3.333333333333332593e-02
1.090101940495612487e-01,-4.666666666666666741e-01,-3.333333333333332593e-02
1.816836567492687293e-01,-4.666666666666666741e-01,-3.333333333333332593e-02
2.543571194489762655e-01,-4.666666666666666741e-01,-1.773413857695651380e-02
3.270305821486838016e-01,-4.666666666666666741e-01,5.450831971269409770e-02
-3.270305821486838016e-01,-3.333333333333333148e-01,6.935284086597288955e-02
-2.543571194489763210e-01,-3.333333333333333148e-01,9.377287064101548497e-03
-1.816836567492687848e-01,-3.333333333333333148e-01,-4.434608549112399600e-02
-1.090101940495612765e-01,-3.333333333333333148e-01,-1.012063796469336724e-01
-3.633673134985376807e-02,-3.333333333333333148e-01,-1.637509615105730565e-01
3.633673134985376807e-02,-3.333333333333333148e-01,-1.666666666666666852e-01
1.090101940495612487e-01,-3.333333333333333148e-01,-1.026576767000817458e-01
1.816836567492687293e-01,-3.333333333333333148e-01,-4.236507401314038024e-02
2.543571194489762655e-01,-3.333333333333333148e-01,1.154919284258727925e-02
3.270305821486838016e-01,-3.333333333333333148e-01,7.196425773929149283e-02
-3.270305821486838016e-01,-1.999999999999999556e-01,1.180046757485315595e-01
-2.543571194489763210e-01,-1.999999999999999556e-01,4.545693918109115772e-02
-1.816836567492687848e-01,-1.999999999999999556e-01,-1.547287174142075727e-02
-1.090101940495612765e-01,-1.999999999999999556e-01,-6.283802133793303657e-02
-3.633673134985376807e-02,-1.999999999999999556e-01,-1.334571202473995299e-01
3.633673134985376807e-02,-1.999999999999999556e-01,-1.453530991521428117e-01
1.090101940495612487e-01,-1.999999999999999556e-01,-7.373706414522264441e-02
1.816836567492687293e-01,-1.999999999999999556e-01,-1.569312738579738131e-02
2.543571194489762655e-01,-1.999999999999999556e-01,3.085194611034169920e-02
3.270305821486838016e-01,-1.999999999999999556e-01,1.018359747471004051e-01
-3.270305821486838016e-01,-6.666666666666665186e-02,1.509988617438400293e-01
-2.543571194489763210e-01,-6.666666666666665186e-02,7.888054886872046534e-02
-1.816836567492687848e-01,-6.666666666666665186e-02,6.210792052613240723e-03
-1.090101940495612765e-01,-6.666666666666665186e-02,-6.646019796515789668e-02
-3.633673134985376807e-02,-6.666666666666665186e-02,-1.391333819756767620e-01
3.633673134985376807e-02,-6.666666666666665186e-02,-1.734064059509540234e-01
1.090101940495612487e-01,-6.666666666666665186e-02,-1.072397385676346487e-01
1.816836567492687293e-01,-6.666666666666665186e-02,-3.831347677860116180e-02
2.543571194489762655e-01,-6.666666666666665186e-02,3.169224875097460814e-02
3.270305821486838016e-01,-6.666666666666665186e-02,1.021988280201752419e-01
-3.270305821486838016e-01,6.666666666666665186e-02,1.048610533841426440e-01
-2.543571194489763210e-01,6.666666666666665186e-02,3.689999646893661611e-02
-1.816836567492687848e-01,6.666666666666665186e-02,-2.966418928414255377e-02
-1.090101940495612765e-01,6.666666666666665186e-02,-9.649205270764958653e-02
-3.633673134985376807e-02,6.666666666666665186e-02,-1.436771079209716862e-01
3.633673134985376807e-02,6.666666666666665186e-02,-9.316619486974124509e-02
1.090101940495612487e-01,6.666666666666665186e-02,-3.874462984658651188e-02
1.816836567492687293e-01,6.666666666666665186e-02,1.981625788841162236e-02
2.543571194489762655e-01,6.666666666666665186e-02,8.133030189938832144e-02
3.270305821486838016e-01,6.666666666666665186e-02,1.456363109847640669e-01
-3.270305821486838016e-01,2.000000000000000666e-01,7.705802982926139577e-02
-2.543571194489763210e-01,2.000000000000000666e-01,4.658794795860915321e-03
-1.816836567492687848e-01,2.000000000000000666e-01,-6.655689264429000274e-02
-1.090101940495612765e-01,2.000000000000000666e-01,-1.385632456230345422e-01
-3.633673134985376807e-02,2.000000000000000666e-01,-6.977787653913009036e-02
3.633673134985376807e-02,2.000000000000000666e-01,2.789582457097973273e-03
1.090101940495612487e-01,2.000000000000000666e-01,2.836648142120039295e-02
1.816836567492687293e-01,2.000000000000000666e-01,3.159802939480078551e-03
2.543571194489762655e-01,2.000000000000000666e-01,4.762467227963703559e-02
3.270305821486838016e-01,2.000000000000000666e-01,1.065414787342633118e-01
-3.270305821486838016e-01,3.333333333333333703e-01,8.332020475449594676e-02
-2.543571194489763210e-01,3.333333333333333703e-01,1.275172501341171813e-02
-1.816836567492687848e-01,3.333333333333333703e-01,-5.533272308326391692e-02
-1.090101940495612765e-01,3.333333333333333703e-01,-1.222014627819060645e-01
-3.633673134985376807e-02,3.333333333333333703e-01,-1.185678500360883153e-01
3.633673134985376807e-02,3.333333333333333703e-01,-9.397353425269942828e-02
1.090101940495612487e-01,3.333333333333333703e-01,-7.646580898500024426e-02
1.816836567492687293e-01,3.333333333333333703e-01,-4.706281116426969807e-02
2.543571194489762655e-01,3.333333333333333703e-01,1.281905083254947578e-02
3.270305821486838016e-01,3.333333333333333703e-01,7.874672605942004133e-02
-3.270305821486838016e-01,4.666666666666666741e-01,7.002002028977119541e-02
-2.543571194489763210e-01,4.666666666666666741e-01,2.946068822152867958e-02
-1.816836567492687848e-01,4.666666666666666741e-01,2.784963794523660080e-02
-1.090101940495612765e-01,4.666666666666666741e-01,-8.749901549132011597e-03
-3.633673134985376807e-02,4.666666666666666741e-01,-2.995106540168470527e-02
3.633673134985376807e-02,4.666666666666666741e-01,2.762260521282894343e-02
1.090101940495612487e-01,4.666666666666666741e-01,5.183960919241076271e-02
1.816836567492687293e-01,4.666666666666666741e-01,6.948377662634291907e-02
2.543571194489762655e-01,4.666666666666666741e-01,9.489481262601948131e-02
3.270305821486838016e-01,4.666666666666666741e-01,1.418351471031593092e-01
-3.270305821486838016e-01,5.999999999999999778e-01,1.774894537652292326e-01
-2.543571194489763210e-01,5.999999999999999778e-01,1.627507877741884712e-01
-1.816836567492687848e-01,5.999999999999999778e-01,1.422012593173782591e-01
-1.090101940495612765e-01,5.999999999999999778e-01,1.160786560183901667e-01
-3.633673134985376807e-02,5.999999999999999778e-01,1.007603369841461594e-01
3.633673134985376807e-02,5.999999999999999778e-01,1.130360827346372637e-01
1.090101940495612487e-01,5.999999999999999778e-01,1.587989101903662381e-01
1.816836567492687293e-01,5.999999999999999778e-01,1.987621903235604059e-01
2.543571194489762655e-01,5.999999999999999778e-01,2.177336637524117935e-01
3.270305821486838016e-01,5.999999999999999778e-01,2.466173089719305433e-01
